unique_row,study_ID,long_cite,short_cite,peer_reviewed,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,x_dif,contrast_sampa,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,condition_type,stimulus_naturalness,contrast_pseudoIPA,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,n,mean_age_months,year,ds_clean,...171,study_type,study_id,age_group,prop_nae,main_question_ids_preference,presentation,effect_significance_reported,setting,speaker_experience,speaker_fam,speaker_female,original_ma,sd_1,sd_2,prop_female,unique_infants,own_mother,isMeta,isRep,mean_agec_mos,test_lang_a.native,test_lang_b.nonnative,test_lang_c.artificial,method_a.cf,method_b.hpp,method_c.other,speech_type_a.simulated,speech_type_b.naturalistic,speech_type_c.filtered/synthesized,own_mother_a.no,own_mother_b.yes,presentation_a.tape recording,presentation_b.video recording,dependent_measure_a.preference,dependent_measure_b.affect,main_question_ids_preference_a.yes,main_question_ids_preference_b.no,unique,yi,vi,sei,lo,hi,studyTypePretty,sourcePretty,pval,affirm,pvalSignif,reportedSignif,looking,behavioral_measure,infant_type_clincal,infant_type_language,stimuli_naturalness
87,Johnsonetal2003,"Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8",Johnson et al. (2003),yes,4,4_possible,Lexical4,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,40,NA,369,NA,NA,NA,NA,NA,4.48,NA,NA,NA,native,26,NA,2.5,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,31.66666667,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6176389098,Word segmentation (behavioral),inworddb,early_language,0.6194408779193572,0.0239143920254688,40,12.123452226945112,2003,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
88,JusczykAslin1995,"Jusczyk, P.W. & Aslin, R.N. (1995). Infants′ detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010",Jusczyk & Aslin (1995),yes,1,1,1,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,230,NA,8.29,7.04,2.09,2.63,2.42,NA,NA,0.4440617876,native,28,NA,8,NA,0.5416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4440617876,Word segmentation (behavioral),inworddb,early_language,0.5262283349676427,0.0520972731275587,24,7.556623339288281,1995,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
89,JusczykAslin1995,"Jusczyk, P.W. & Aslin, R.N. (1995). Infants′ detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010",Jusczyk & Aslin (1995),yes,2,2,2,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,175,NA,8.45,7.97,3.54,3.03,1.13,NA,NA,0.810259556,native,31,NA,10,NA,0.4166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.810259556,Word segmentation (behavioral),inworddb,early_language,0.1456804651539152,0.01625384529015544,24,5.749604714675866,1995,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
90,JusczykAslin1995,"Jusczyk, P.W. & Aslin, R.N. (1995). Infants′ detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010",Jusczyk & Aslin (1995),yes,3,3,3,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,225,NA,6.93,6.51,2.48,2.61,1.04,NA,NA,0.6989478137,native,32,NA,10,NA,0.5416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mispronounciation,yes,63.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6989478137,Word segmentation (behavioral),inworddb,early_language,0.16497567103883992,0.0256547024423899,24,7.39234891886897,1995,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
91,JusczykAslin1995,"Jusczyk, P.W. & Aslin, R.N. (1995). Infants′ detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010",Jusczyk & Aslin (1995),yes,4,4,4,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,236,NA,10.43,8.32,3.87,3.7,3.48,NA,NA,0.6929210091,native,28,NA,4,NA,0.4166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,63.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6929210091,Word segmentation (behavioral),inworddb,early_language,0.5573231555331022,0.03206093881861197,24,7.753752643791453,1995,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
93,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,1,typical,1,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,272,NA,NA,NA,NA,NA,NA,11.27,NA,NA,native,28,NA,10,NA,0.4583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6083835809,Word segmentation (behavioral),inworddb,early_language,0.6064594685039416,0.0402970575695434,24,8.936528470810488,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
94,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,2,2,2,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,276,NA,NA,NA,NA,NA,NA,9.18,NA,NA,native,46,NA,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,Word segmentation (behavioral),inworddb,early_language,0.5545538747497849,0.03990687500000001,24,9.067948007145937,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
95,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,3,night+x,3,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,282,NA,NA,NA,NA,NA,NA,17.29,NA,NA,native,36,NA,7,NA,0.4583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6034710055,Word segmentation (behavioral),inworddb,early_language,0.755865194931444,0.04494683689393228,24,9.26507731164911,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
96,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,3,dock,3,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,282,NA,NA,NA,NA,NA,NA,17.34,NA,NA,native,36,NA,7,NA,0.4583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4454543052,Word segmentation (behavioral),inworddb,early_language,0.8951639676539712,0.062906277253875,24,9.26507731164911,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
97,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,4,allophonic,4,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,316,NA,NA,NA,NA,NA,NA,31.3,NA,NA,native,48,NA,8,NA,0.5416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,reparse,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423664929,Word segmentation (behavioral),inworddb,early_language,1.226080738311443,0.0793461304345486,24,10.38214337050042,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
98,JusczykHohneBauman1999,"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, et al. (1999a)",yes,4,typical,4,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,316,NA,NA,NA,NA,NA,NA,14.18,NA,NA,native,48,NA,8,NA,0.5416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,NA,female,IDS,NA,female,IDS,not.manipulated,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4440617876,Word segmentation (behavioral),inworddb,early_language,0.8105144380696332,0.06001430216498611,24,10.38214337050042,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
99,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,1,1,1,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,228,NA,7.92,6.8,2.77,2.71,2.67,NA,NA,0.7189553458,native,46,NA,10,NA,0.4583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,58.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7189553458,Word segmentation (behavioral),inworddb,early_language,0.4087346255701549,0.02690088772791614,24,7.490913571120557,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
100,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,2,2,2,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,227,NA,9.59,7.55,2.55,2.84,4.16,NA,NA,0.6073357012,native,25,NA,8,NA,0.2916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,58.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6073357012,Word segmentation (behavioral),inworddb,early_language,0.7558640815732255,0.04462474385442783,24,7.4580586870366945,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
101,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,3,3,3,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,226,NA,9.94,10.5,3.71,3.4,-1.03,NA,NA,0.7225997364,native,34,NA,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,no,60,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7225997364,Word segmentation (behavioral),inworddb,early_language,-0.15737509850041229,0.0236326661672503,24,7.425203802952833,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
102,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,4,4,4,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,225,NA,9.58,8.58,3.25,3.52,1.63,NA,NA,0.6083835809,native,30,NA,5,NA,0.5833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,no,58.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6083835809,Word segmentation (behavioral),inworddb,early_language,0.29518631232023285,0.03445001323710871,24,7.39234891886897,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
103,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,5,5,5,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,230,NA,7.75,7.06,2.39,2.37,1.33,NA,NA,0.4298317828,native,33,NA,10,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,58.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4298317828,Word segmentation (behavioral),inworddb,early_language,0.2899134073147397,0.04926505526126754,24,7.556623339288281,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
104,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,6,6,6,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,235,NA,8.62,7.74,3.35,2.19,1.4,NA,NA,0.4454543052,native,27,NA,5,NA,0.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embedded,yes,58.33333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4454543052,Word segmentation (behavioral),inworddb,early_language,0.31094629868230883,0.04822646624717141,24,7.720897759707591,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
105,JusczykHoustonNewsome1999,"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716","Jusczyk, et al. (1999b)",yes,7,7,7,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,24,NA,224,NA,7.19,7.55,2.08,2.3,-1.19,NA,NA,0.7754959184,native,27,NA,10,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,65.83333333,female,IDS,NA,same,IDS,not.manipulated,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7754959184,Word segmentation (behavioral),inworddb,early_language,-0.16417659291900644,0.01927021416796861,24,7.359494034785109,1999,Word Segmentation (combined),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
